season,event_id,sport,event,market,selection,posted_odds,close_odds,posted_feed,posted_book,close_book,close_feed,posted_at,close_at,commence_at,close_kind,excluded,exclude_reason
2025,sample-2025-nfl-total-2,americanfootball_nfl,SAMPLE Kansas City Chiefs @ Philadelphia Eagles,total,Philadelphia Eagles,165,148,opticodds,fanduel,pinnacle,opticodds,2025-09-23T20:00:00Z,2025-09-23T22:55:00Z,2025-09-23T23:00:00Z,true_close,false,
2025,sample-2025-nfl-total-3,americanfootball_nfl,SAMPLE Kansas City Chiefs @ Philadelphia Eagles,total,Philadelphia Eagles,165,148,opticodds,fanduel,pinnacle,opticodds,2025-09-24T20:00:00Z,2025-09-24T22:55:00Z,2025-09-24T23:00:00Z,true_close,false,
2025,sample-2025-nfl-total-4,americanfootball_nfl,SAMPLE Kansas City Chiefs @ Philadelphia Eagles,total,Philadelphia Eagles,165,148,opticodds,fanduel,pinnacle,opticodds,2025-09-25T20:00:00Z,2025-09-25T22:55:00Z,2025-09-25T23:00:00Z,true_close,false,
2025,sample-2025-ncaaf-ml-1,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,ml,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2025-09-26T20:00:00Z,2025-09-26T22:55:00Z,2025-09-26T23:00:00Z,true_close,false,
2025,sample-2025-ncaaf-ml-2,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,ml,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2025-09-27T20:00:00Z,2025-09-27T22:55:00Z,2025-09-27T23:00:00Z,true_close,false,
2025,sample-2025-ncaaf-ml-3,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,ml,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2025-09-28T20:00:00Z,2025-09-28T22:55:00Z,2025-09-28T23:00:00Z,true_close,false,
2025,sample-2025-ncaaf-ml-4,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,ml,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2025-09-29T20:00:00Z,2025-09-29T22:55:00Z,2025-09-29T23:00:00Z,true_close,false,
2025,sample-2025-ncaaf-spread-1,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,spread,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2025-09-30T20:00:00Z,2025-09-30T22:55:00Z,2025-09-30T23:00:00Z,true_close,false,
2025,sample-2025-ncaaf-spread-2,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,spread,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2025-10-01T20:00:00Z,2025-10-01T22:55:00Z,2025-10-01T23:00:00Z,true_close,false,
2025,sample-2025-ncaaf-spread-3,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,spread,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2025-10-02T20:00:00Z,2025-10-02T22:55:00Z,2025-10-02T23:00:00Z,true_close,false,
2025,sample-2025-ncaaf-spread-4,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,spread,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2025-10-03T20:00:00Z,2025-10-03T22:55:00Z,2025-10-03T23:00:00Z,true_close,false,
2025,sample-2025-ncaaf-total-1,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,total,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2025-10-04T20:00:00Z,2025-10-04T22:55:00Z,2025-10-04T23:00:00Z,true_close,false,
2025,sample-2025-ncaaf-total-2,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,total,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2025-10-05T20:00:00Z,2025-10-05T22:55:00Z,2025-10-05T23:00:00Z,true_close,false,
2025,sample-2025-ncaaf-total-3,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,total,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2025-10-06T20:00:00Z,2025-10-06T22:55:00Z,2025-10-06T23:00:00Z,true_close,false,
2025,sample-2025-ncaaf-total-4,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,total,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2025-10-07T20:00:00Z,2025-10-07T22:55:00Z,2025-10-07T23:00:00Z,true_close,false,
2024,sample-2024-mlb-ml-1,baseball_mlb,SAMPLE New York Yankees @ Boston Red Sox,ml,New York Yankees,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-02T20:00:00Z,2024-09-02T22:55:00Z,2024-09-02T23:00:00Z,true_close,false,
2024,sample-2024-mlb-ml-2,baseball_mlb,SAMPLE New York Yankees @ Boston Red Sox,ml,New York Yankees,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-03T20:00:00Z,2024-09-03T22:55:00Z,2024-09-03T23:00:00Z,true_close,false,
2024,sample-2024-mlb-spread-1,baseball_mlb,SAMPLE New York Yankees @ Boston Red Sox,spread,New York Yankees,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-04T20:00:00Z,2024-09-04T22:55:00Z,2024-09-04T23:00:00Z,true_close,false,
2024,sample-2024-mlb-spread-2,baseball_mlb,SAMPLE New York Yankees @ Boston Red Sox,spread,New York Yankees,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-05T20:00:00Z,2024-09-05T22:55:00Z,2024-09-05T23:00:00Z,true_close,false,
2024,sample-2024-mlb-total-1,baseball_mlb,SAMPLE New York Yankees @ Boston Red Sox,total,New York Yankees,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-06T20:00:00Z,2024-09-06T22:55:00Z,2024-09-06T23:00:00Z,true_close,false,
2024,sample-2024-mlb-total-2,baseball_mlb,SAMPLE New York Yankees @ Boston Red Sox,total,New York Yankees,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-07T20:00:00Z,2024-09-07T22:55:00Z,2024-09-07T23:00:00Z,true_close,false,
2024,sample-2024-nfl-ml-1,americanfootball_nfl,SAMPLE Kansas City Chiefs @ Philadelphia Eagles,ml,Philadelphia Eagles,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-08T20:00:00Z,2024-09-08T22:55:00Z,2024-09-08T23:00:00Z,true_close,false,
2024,sample-2024-nfl-ml-2,americanfootball_nfl,SAMPLE Kansas City Chiefs @ Philadelphia Eagles,ml,Philadelphia Eagles,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-09T20:00:00Z,2024-09-09T22:55:00Z,2024-09-09T23:00:00Z,true_close,false,
2024,sample-2024-nfl-spread-1,americanfootball_nfl,SAMPLE Kansas City Chiefs @ Philadelphia Eagles,spread,Philadelphia Eagles,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-10T20:00:00Z,2024-09-10T22:55:00Z,2024-09-10T23:00:00Z,true_close,false,
2024,sample-2024-nfl-spread-2,americanfootball_nfl,SAMPLE Kansas City Chiefs @ Philadelphia Eagles,spread,Philadelphia Eagles,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-11T20:00:00Z,2024-09-11T22:55:00Z,2024-09-11T23:00:00Z,true_close,false,
2024,sample-2024-nfl-total-1,americanfootball_nfl,SAMPLE Kansas City Chiefs @ Philadelphia Eagles,total,Philadelphia Eagles,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-12T20:00:00Z,2024-09-12T22:55:00Z,2024-09-12T23:00:00Z,true_close,false,
2024,sample-2024-nfl-total-2,americanfootball_nfl,SAMPLE Kansas City Chiefs @ Philadelphia Eagles,total,Philadelphia Eagles,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-13T20:00:00Z,2024-09-13T22:55:00Z,2024-09-13T23:00:00Z,true_close,false,
2024,sample-2024-ncaaf-ml-1,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,ml,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-14T20:00:00Z,2024-09-14T22:55:00Z,2024-09-14T23:00:00Z,true_close,false,
2024,sample-2024-ncaaf-ml-2,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,ml,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-15T20:00:00Z,2024-09-15T22:55:00Z,2024-09-15T23:00:00Z,true_close,false,
2024,sample-2024-ncaaf-spread-1,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,spread,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-16T20:00:00Z,2024-09-16T22:55:00Z,2024-09-16T23:00:00Z,true_close,false,
2024,sample-2024-ncaaf-spread-2,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,spread,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-17T20:00:00Z,2024-09-17T22:55:00Z,2024-09-17T23:00:00Z,true_close,false,
2024,sample-2024-ncaaf-total-1,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,total,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-18T20:00:00Z,2024-09-18T22:55:00Z,2024-09-18T23:00:00Z,true_close,false,
2024,sample-2024-ncaaf-total-2,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,total,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2024-09-19T20:00:00Z,2024-09-19T22:55:00Z,2024-09-19T23:00:00Z,true_close,false,
2023,sample-2023-mlb-ml-1,baseball_mlb,SAMPLE New York Yankees @ Boston Red Sox,ml,New York Yankees,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-02T20:00:00Z,2023-09-02T22:55:00Z,2023-09-02T23:00:00Z,true_close,false,
2023,sample-2023-mlb-ml-2,baseball_mlb,SAMPLE New York Yankees @ Boston Red Sox,ml,New York Yankees,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-03T20:00:00Z,2023-09-03T22:55:00Z,2023-09-03T23:00:00Z,true_close,false,
2023,sample-2023-mlb-spread-1,baseball_mlb,SAMPLE New York Yankees @ Boston Red Sox,spread,New York Yankees,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-04T20:00:00Z,2023-09-04T22:55:00Z,2023-09-04T23:00:00Z,true_close,false,
2023,sample-2023-mlb-spread-2,baseball_mlb,SAMPLE New York Yankees @ Boston Red Sox,spread,New York Yankees,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-05T20:00:00Z,2023-09-05T22:55:00Z,2023-09-05T23:00:00Z,true_close,false,
2023,sample-2023-mlb-total-1,baseball_mlb,SAMPLE New York Yankees @ Boston Red Sox,total,New York Yankees,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-06T20:00:00Z,2023-09-06T22:55:00Z,2023-09-06T23:00:00Z,true_close,false,
2023,sample-2023-mlb-total-2,baseball_mlb,SAMPLE New York Yankees @ Boston Red Sox,total,New York Yankees,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-07T20:00:00Z,2023-09-07T22:55:00Z,2023-09-07T23:00:00Z,true_close,false,
2023,sample-2023-nfl-ml-1,americanfootball_nfl,SAMPLE Kansas City Chiefs @ Philadelphia Eagles,ml,Philadelphia Eagles,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-08T20:00:00Z,2023-09-08T22:55:00Z,2023-09-08T23:00:00Z,true_close,false,
2023,sample-2023-nfl-ml-2,americanfootball_nfl,SAMPLE Kansas City Chiefs @ Philadelphia Eagles,ml,Philadelphia Eagles,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-09T20:00:00Z,2023-09-09T22:55:00Z,2023-09-09T23:00:00Z,true_close,false,
2023,sample-2023-nfl-spread-1,americanfootball_nfl,SAMPLE Kansas City Chiefs @ Philadelphia Eagles,spread,Philadelphia Eagles,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-10T20:00:00Z,2023-09-10T22:55:00Z,2023-09-10T23:00:00Z,true_close,false,
2023,sample-2023-nfl-spread-2,americanfootball_nfl,SAMPLE Kansas City Chiefs @ Philadelphia Eagles,spread,Philadelphia Eagles,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-11T20:00:00Z,2023-09-11T22:55:00Z,2023-09-11T23:00:00Z,true_close,false,
2023,sample-2023-nfl-total-1,americanfootball_nfl,SAMPLE Kansas City Chiefs @ Philadelphia Eagles,total,Philadelphia Eagles,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-12T20:00:00Z,2023-09-12T22:55:00Z,2023-09-12T23:00:00Z,true_close,false,
2023,sample-2023-nfl-total-2,americanfootball_nfl,SAMPLE Kansas City Chiefs @ Philadelphia Eagles,total,Philadelphia Eagles,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-13T20:00:00Z,2023-09-13T22:55:00Z,2023-09-13T23:00:00Z,true_close,false,
2023,sample-2023-ncaaf-ml-1,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,ml,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-14T20:00:00Z,2023-09-14T22:55:00Z,2023-09-14T23:00:00Z,true_close,false,
2023,sample-2023-ncaaf-ml-2,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,ml,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-15T20:00:00Z,2023-09-15T22:55:00Z,2023-09-15T23:00:00Z,true_close,false,
2023,sample-2023-ncaaf-spread-1,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,spread,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-16T20:00:00Z,2023-09-16T22:55:00Z,2023-09-16T23:00:00Z,true_close,false,
2023,sample-2023-ncaaf-spread-2,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,spread,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-17T20:00:00Z,2023-09-17T22:55:00Z,2023-09-17T23:00:00Z,true_close,false,
2023,sample-2023-ncaaf-total-1,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,total,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-18T20:00:00Z,2023-09-18T22:55:00Z,2023-09-18T23:00:00Z,true_close,false,
2023,sample-2023-ncaaf-total-2,americanfootball_ncaaf,SAMPLE Ohio State @ Notre Dame,total,Ohio State,165,148,opticodds,fanduel,pinnacle,opticodds,2023-09-19T20:00:00Z,2023-09-19T22:55:00Z,2023-09-19T23:00:00Z,true_close,false,
